benefit_id,card_id,row_type,benefit_group,benefit_title,benefit_summary,category,on_offline,region,benefit_type,value,unit,target_merchants,excluded_merchants,performance_level,max_limit,benefit_content,updated_at 
67,AAP1731,혜택,온라인간편결제·해외 할인,대상점,해외 3% 할인,해외결제,Both,해외,할인,3,%,해외 가맹점 및 해외 직접구매 이용건,"무이자할부, 삼성카드 할인이 적용된 일시불 및 할부 이용금액, 건강보험/국민연금/고용보험/산재보험 및 장애인 고용부담금, 국세/지방세/공과금, 초·중·고등학교 학교납입금, 대학 등록금, 교통·이동통신·스트리밍 10% 할인이 적용되지 않은 대중교통 및 택시 이용금액, 고속버스(차내 단말기 및 고속버스 앱 결제), 고속도로 통행요금, 부동산 임대료, 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함) 구매 및 충전, 상품권 구매, 문자알림서비스, 스마트오토서비스 이용금액",300000,,해외: 해외 가맹점 및 해외 직접구매 이용건,2026-04-08 13:22
68,AAP1731,할인기준,온라인간편결제·해외 할인,이용조건,할인율 30만원 미만: 1%,,,,,1,%,,,,,할인율 30만원 미만: 1%,2026-04-08 13:22
69,AAP1731,할인기준,온라인간편결제·해외 할인,이용조건,할인율 30만원 이상: 3%,,,,,3,%,,,,,할인율 30만원 이상: 3%,2026-04-08 13:22
70,AAP1731,할인기준,온라인간편결제·해외 할인,이용조건,할인율 60만원 이상: 3%,,,,,3,%,,,,,할인율 60만원 이상: 3%,2026-04-08 13:22
71,AAP1731,할인기준,온라인간편결제·해외 할인,이용조건,할인 한도 30만원 미만: -,,,,,,,,,,,할인 한도 30만원 미만: -,2026-04-08 13:22
72,AAP1731,할인기준,온라인간편결제·해외 할인,이용조건,"할인 한도 30만원 이상: 5,000원",,,,,5000,원,,,,,"할인 한도 30만원 이상: 5,000원",2026-04-08 13:22
73,AAP1731,할인기준,온라인간편결제·해외 할인,이용조건,"할인 한도 60만원 이상: 10,000원",,,,,10000,원,,,,,"할인 한도 60만원 이상: 10,000원",2026-04-08 13:22
74,AAP1731,할인기준,온라인간편결제·해외 할인,이용조건,발급월+1개월까지는 전월 이용금액 30만원 미만 시에도 30만원 이상~60만원 미만 실적구간 혜택 제공(전월 이용금액 60만원 이상 시에는 해당 실적구간 혜택 제공,,,,,,,,,300000,,발급월+1개월까지는 전월 이용금액 30만원 미만 시에도 30만원 이상~60만원 미만 실적구간 혜택 제공(전월 이용금액 60만원 이상 시에는 해당 실적구간 혜택 제공,2026-04-08 13:22
75,AAP1731,유의사항,온라인간편결제·해외 할인,할인 제외 대상,"무이자할부, 삼성카드 할인이 적용된 일시불 및 할부 이용금액, 건강보험/국민연금/고용보험/산재보험 및 장애인 고용부담금, 국세/지방세/공과금, 초·중·고등학교 학교납입금, 대학 등록금, 교통·이동통신·스트리밍 10% 할인이 적용되지 않은 대중교통 및 택시 이용금액, 고속버스(차내 단말기 및 고속버스 앱 결제), 고속도로 통행요금, 부동산 임대료, 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함) 구매 및 충전, 상품권 구매, 문자알림서비스, 스마트오토서비스 이용금액",,,,,,,,,,,"무이자할부, 삼성카드 할인이 적용된 일시불 및 할부 이용금액, 건강보험/국민연금/고용보험/산재보험 및 장애인 고용부담금, 국세/지방세/공과금, 초·중·고등학교 학교납입금, 대학 등록금, 교통·이동통신·스트리밍 10% 할인이 적용되지 않은 대중교통 및 택시 이용금액, 고속버스(차내 단말기 및 고속버스 앱 결제), 고속도로 통행요금, 부동산 임대료, 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함) 구매 및 충전, 상품권 구매, 문자알림서비스, 스마트오토서비스 이용금액",2026-04-08 13:22
76,AAP1731,유의사항,온라인간편결제·해외 할인,유의사항,3% 할인 혜택의 월 할인한도 초과 시 다음 결제건부터 1% 할인 적용,,,,,,,,,,,3% 할인 혜택의 월 할인한도 초과 시 다음 결제건부터 1% 할인 적용,2026-04-08 13:22
77,AAP1731,유의사항,온라인간편결제·해외 할인,유의사항,"온라인 간편결제는 국내 온라인 가맹점에 한하며, 오프라인 매장 결제건(바코드, QR코드, 스마트폰 NFC 등)은 제외",,,,,,,,,,,"온라인 간편결제는 국내 온라인 가맹점에 한하며, 오프라인 매장 결제건(바코드, QR코드, 스마트폰 NFC 등)은 제외",2026-04-08 13:22
78,AAP1731,유의사항,온라인간편결제·해외 할인,유의사항,해외는 해외겸용카드에 한해 제공,,,,,,,,,,,해외는 해외겸용카드에 한해 제공,2026-04-08 13:22
79,AAP1731,유의사항,온라인간편결제·해외 할인,유의사항,해외 이용 시 별도의 수수료 부과. 자세한 내용은 연회비 안내 페이지 내 ‘유의사항’에서 확인,,,,,,,,,,,해외 이용 시 별도의 수수료 부과. 자세한 내용은 연회비 안내 페이지 내 ‘유의사항’에서 확인,2026-04-08 13:22
80,AAP1731,유의사항,온라인간편결제·해외 할인,유의사항,"삼성카드의 다른 결제일할인 혜택과 중복 적용되지 않으며, 할인 혜택이 큰 금액만 적용",,,,,,,,,,,"삼성카드의 다른 결제일할인 혜택과 중복 적용되지 않으며, 할인 혜택이 큰 금액만 적용",2026-04-08 13:22
81,AAP1731,유의사항,온라인간편결제·해외 할인,유의사항,"본인카드와 가족카드의 이용실적, 할인한도는 합산하여 산정",,,,,,,,,,,"본인카드와 가족카드의 이용실적, 할인한도는 합산하여 산정",2026-04-08 13:22
82,AAP1731,유의사항,온라인간편결제·해외 할인,유의사항,"할인 혜택 및 전월 이용금액 산정은 승인 시점 기준으로 적용.다만, 해외 결제건 및 무승인 결제건(예 : 대중교통, 이동통신 등 자동납부 결제건 등)은 매출전표 접수 시점 기준으로 적용",,,,,,,,,,,"할인 혜택 및 전월 이용금액 산정은 승인 시점 기준으로 적용.다만, 해외 결제건 및 무승인 결제건(예 : 대중교통, 이동통신 등 자동납부 결제건 등)은 매출전표 접수 시점 기준으로 적용",2026-04-08 13:22
83,AAP1731,유의사항,온라인간편결제·해외 할인,유의사항,"자체 가맹점번호로 승인 처리되는 일부 결제건(간편결제, 키오스크 등)은 할인 대상에서 제외",,,,,,,,,,,"자체 가맹점번호로 승인 처리되는 일부 결제건(간편결제, 키오스크 등)은 할인 대상에서 제외",2026-04-08 13:22
84,AAP1731,유의사항,온라인간편결제·해외 할인,유의사항,"전월 이용금액이란, 매월 1일부터 말일까지 이용한 일시불 및 할부 이용금액(단기카드대출(현금서비스), 장기카드대출(카드론), 각종 수수료 및 이자(할부수수료, 카드대출 이자 등), 연체료, 연회비 납부건은 일시불 및 할부 이용금액에 해당되지 않음)",,,,,,,,,,,"전월 이용금액이란, 매월 1일부터 말일까지 이용한 일시불 및 할부 이용금액(단기카드대출(현금서비스), 장기카드대출(카드론), 각종 수수료 및 이자(할부수수료, 카드대출 이자 등), 연체료, 연회비 납부건은 일시불 및 할부 이용금액에 해당되지 않음)",2026-04-08 13:22
85,AAP1731,유의사항,온라인간편결제·해외 할인,유의사항,"전월 이용금액 대상 산정 시, 온라인 간편결제·해외 3% 할인/교통·이동통신·스트리밍 10% 할인 혜택이 제공된 전체 이용금액, 건강보험/국민연금/고용보험/산재보험 및 장애인 고용부담금, 국세/지방세/공과금, 초·중·고등학교 학교납입금, 대학 등록금, 대중교통, 택시, 아파트 관리비, 부동산 임대료, 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함) 구매 및 충전, 상품권 구매건은 제외",,,,,,,,,,,"전월 이용금액 대상 산정 시, 온라인 간편결제·해외 3% 할인/교통·이동통신·스트리밍 10% 할인 혜택이 제공된 전체 이용금액, 건강보험/국민연금/고용보험/산재보험 및 장애인 고용부담금, 국세/지방세/공과금, 초·중·고등학교 학교납입금, 대학 등록금, 대중교통, 택시, 아파트 관리비, 부동산 임대료, 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함) 구매 및 충전, 상품권 구매건은 제외",2026-04-08 13:22
86,AAP1731,유의사항,온라인간편결제·해외 할인,유의사항,삼성카드 가맹점 업종 분류 기준에 의한 등록 가맹점에 한함,,,,,,,,,,,삼성카드 가맹점 업종 분류 기준에 의한 등록 가맹점에 한함,2026-04-08 13:22
87,AAP1731,유의사항,온라인간편결제·해외 할인,유의사항,"삼성카드는 아래 항목을 공과금으로 분류함 전기요금, 사회보험료(건강보험/국민연금/고용보험/산재보험), 우편요금, 도시가스요금, 여권 발급비용, 상하수도요금, 과태료, 범칙금, 벌금, 국가·공공기관·공공단체(지방자치단체, 공공조합, 영조물, 공재단)에서 개설한 가맹점 이용금액",,,,,,,,,,,"삼성카드는 아래 항목을 공과금으로 분류함 전기요금, 사회보험료(건강보험/국민연금/고용보험/산재보험), 우편요금, 도시가스요금, 여권 발급비용, 상하수도요금, 과태료, 범칙금, 벌금, 국가·공공기관·공공단체(지방자치단체, 공공조합, 영조물, 공재단)에서 개설한 가맹점 이용금액",2026-04-08 13:22
88,AAP1731,유의사항,온라인간편결제·해외 할인,유의사항,"결제 취소건의 경우, 매출취소전표 접수월의 이용금액에서 차감 반영 포인트가 적립된 결제건이 취소될 경우, 해당 포인트는 보유 포인트에서 자동 차감되며, 포인트 부족 시 카드 결제계좌에서 자동 출금",,,,,,,,,,,"결제 취소건의 경우, 매출취소전표 접수월의 이용금액에서 차감 반영 포인트가 적립된 결제건이 취소될 경우, 해당 포인트는 보유 포인트에서 자동 차감되며, 포인트 부족 시 카드 결제계좌에서 자동 출금",2026-04-08 13:22
89,AAP1731,유의사항,연회비,본인_해외겸용 총 연회비,본인 해외겸용 총 연회비: 20000원,,,,,,,,,,,본인 해외겸용 총 연회비: 20000원,2026-04-08 13:22
90,AAP1731,유의사항,연회비,본인_국내전용 총 연회비,본인 국내전용 총 연회비: 20000원,,,,,,,,,,,본인 국내전용 총 연회비: 20000원,2026-04-08 13:22
91,AAP1731,유의사항,연회비,본인_해외겸용 기본 연회비,본인 해외겸용 기본 연회비: 7000원,,,,,,,,,,,본인 해외겸용 기본 연회비: 7000원,2026-04-08 13:22
92,AAP1731,유의사항,연회비,본인_국내전용 기본 연회비,본인 국내전용 기본 연회비: 7000원,,,,,,,,,,,본인 국내전용 기본 연회비: 7000원,2026-04-08 13:22
93,AAP1731,유의사항,연회비,본인_해외겸용 제휴 연회비,본인 해외겸용 제휴 연회비: 13000원,,,,,,,,,,,본인 해외겸용 제휴 연회비: 13000원,2026-04-08 13:22
94,AAP1731,유의사항,연회비,본인_국내전용 제휴 연회비,본인 국내전용 제휴 연회비: 13000원,,,,,,,,,,,본인 국내전용 제휴 연회비: 13000원,2026-04-08 13:22
95,AAP1731,유의사항,연회비,가족_해외겸용 총 연회비,가족 해외겸용 총 연회비: 13000원,,,,,,,,,,,가족 해외겸용 총 연회비: 13000원,2026-04-08 13:22
96,AAP1731,유의사항,연회비,가족_국내전용 총 연회비,가족 국내전용 총 연회비: 13000원,,,,,,,,,,,가족 국내전용 총 연회비: 13000원,2026-04-08 13:22
97,AAP1731,유의사항,연회비,가족_해외겸용 제휴 연회비,가족 해외겸용 제휴 연회비: 13000원,,,,,,,,,,,가족 해외겸용 제휴 연회비: 13000원,2026-04-08 13:22
98,AAP1731,유의사항,연회비,가족_국내전용 제휴 연회비,가족 국내전용 제휴 연회비: 13000원,,,,,,,,,,,가족 국내전용 제휴 연회비: 13000원,2026-04-08 13:22
99,AAP1731,유의사항,연회비,연회비 유의사항,연회비는 카드 발급일(발급 첫 해에는 카드 사용등록일)을 기준으로 매년 청구됩니다.,,,,,,,,,,,연회비는 카드 발급일(발급 첫 해에는 카드 사용등록일)을 기준으로 매년 청구됩니다.,2026-04-08 13:22
100,AAP1731,유의사항,연회비,연회비 유의사항,카드 발급일(발급 첫 해에는 카드 사용등록일)에 연회비가 청구되지 않은 경우 최초 이용일자 기준으로 해당 결제일에 청구됩니다.,,,,,,,,,,,카드 발급일(발급 첫 해에는 카드 사용등록일)에 연회비가 청구되지 않은 경우 최초 이용일자 기준으로 해당 결제일에 청구됩니다.,2026-04-08 13:22
101,AAP1731,유의사항,연회비,연회비 유의사항,매년 카드 발급일을 기준으로 직전 1년 이내 실적이 없는 경우 연회비가 청구되지 않습니다.,,,,,,,,,,,매년 카드 발급일을 기준으로 직전 1년 이내 실적이 없는 경우 연회비가 청구되지 않습니다.,2026-04-08 13:22
102,AAP1731,유의사항,연회비,연회비 유의사항,"재발급, 갱신 시에는 이전 카드의 카드 발급일을 기준으로 연회비가 청구됩니다.",,,,,,,,,,,"재발급, 갱신 시에는 이전 카드의 카드 발급일을 기준으로 연회비가 청구됩니다.",2026-04-08 13:22
103,AAP1731,유의사항,연회비,연회비 유의사항,연회비는 기본 연회비와 제휴 연회비로 구분됩니다.,,,,,,,,,,,연회비는 기본 연회비와 제휴 연회비로 구분됩니다.,2026-04-08 13:22
104,AAP1731,유의사항,연회비,연회비 유의사항,해당 카드 연회비(기본 연회비 + 제휴 연회비)는 카드별로 청구됩니다.,,,,,,,,,,,해당 카드 연회비(기본 연회비 + 제휴 연회비)는 카드별로 청구됩니다.,2026-04-08 13:22
105,AAP1731,유의사항,연회비,연회비 유의사항,"카드 중도 해지 시, 연회비 반환 금액은 회원이 카드사와 계약을 해지한 날부터 일 단위로 나누어 계산(카드 이용이 가능하게 된 날을 기준으로 계산)하여 반환됨. 카드의 발행, 배송 등 카드 발급에 소요된 비용(신규 가입연도에 해당)은 반환 금액에서 제외되며, 제휴 연회비가 있는 경우에는 카드 이용 시 제공되는 추가적인 혜택 등 부가 서비스 제공에 소요된 비용이 추가적으로 반환 금액에서 제외됩니다.",,,,,,,,,,,"카드 중도 해지 시, 연회비 반환 금액은 회원이 카드사와 계약을 해지한 날부터 일 단위로 나누어 계산(카드 이용이 가능하게 된 날을 기준으로 계산)하여 반환됨. 카드의 발행, 배송 등 카드 발급에 소요된 비용(신규 가입연도에 해당)은 반환 금액에서 제외되며, 제휴 연회비가 있는 경우에는 카드 이용 시 제공되는 추가적인 혜택 등 부가 서비스 제공에 소요된 비용이 추가적으로 반환 금액에서 제외됩니다.",2026-04-08 13:22
